type,date,price,shares,return
sell,2020-08-31 04:00:00,101.4681625366211,,0.041915776894484016
buy,2020-09-01 04:00:00,101.64562225341795,64.64732844212061,
sell,2020-09-08 04:00:00,102.52316284179688,,0.008633333821215426
buy,2020-09-09 04:00:00,100.58075714111328,65.89579129793074,
sell,2020-09-14 04:00:00,103.2133560180664,,0.026173981502839838
buy,2020-09-15 04:00:00,103.91340637207033,65.45186039780884,
sell,2020-09-21 04:00:00,91.71671295166016,,-0.11737362719819738
buy,2020-09-22 04:00:00,94.16197967529295,63.752158917630474,
sell,2020-09-28 04:00:00,94.65497589111328,,0.005235618638439517
buy,2020-09-29 04:00:00,91.9139175415039,65.65337684175917,
sell,2020-10-05 04:00:00,95.42403411865234,,0.038189173860024385
buy,2020-10-06 04:00:00,95.56206512451172,65.55854630799323,
sell,2020-10-12 04:00:00,99.29898071289062,,0.03910459221983039
buy,2020-10-13 04:00:00,96.86357879638672,67.20685841152715,
sell,2020-10-19 04:00:00,92.62381744384766,,-0.04377043885040945
buy,2020-10-20 04:00:00,94.7436981201172,65.70311174250064,
sell,2020-10-26 04:00:00,94.6746826171875,,-0.0007284442585532498
buy,2020-10-27 04:00:00,92.15055847167967,67.50280578163348,
sell,2020-11-02 05:00:00,91.59840393066406,,-0.005991874061027016
buy,2020-11-03 05:00:00,94.7436981201172,65.26185269441518,
sell,2020-11-09 05:00:00,116.64252471923828,,0.23113755356432766
buy,2020-11-10 05:00:00,116.82000732421876,65.16270149688178,
sell,2020-11-16 05:00:00,122.02603912353516,,0.04456455635093162
buy,2020-11-17 05:00:00,121.05976104736328,65.68281891075917,
sell,2020-11-23 05:00:00,121.36540985107422,,0.002524776201989659
buy,2020-11-24 05:00:00,129.07586669921875,61.75919977244224,
sell,2020-11-30 05:00:00,125.09246063232422,,-0.030860967032488973
buy,2020-12-01 05:00:00,126.71934509277344,60.96630518854105,
